"Lonoke County, Arkansas","68,356"
"Madison County, Arkansas","15,717"
"Marion County, Arkansas","16,653"
"Miller County, Arkansas","43,462"
"Mississippi County, Arkansas","46,480"
"Monroe County, Arkansas","8,149"
"Montgomery County, Arkansas","9,487"
"Nevada County, Arkansas","8,997"
"Newton County, Arkansas","8,330"
"Ouachita County, Arkansas","26,120"
"Perry County, Arkansas","10,445"
"Phillips County, Arkansas","21,757"
"Pike County, Arkansas","11,291"
"Poinsett County, Arkansas","24,583"
"Polk County, Arkansas","20,662"
"Pope County, Arkansas","61,754"
"Prairie County, Arkansas","8,715"
"Pulaski County, Arkansas","382,748"
"Randolph County, Arkansas","17,969"
"St. Francis County, Arkansas","28,258"
"Saline County, Arkansas","107,118"
"Scott County, Arkansas","11,233"
"Searcy County, Arkansas","8,195"
"Sebastian County, Arkansas","125,744"
"Sevier County, Arkansas","17,058"
"Sharp County, Arkansas","17,264"
"Stone County, Arkansas","12,394"
"Union County, Arkansas","41,639"
"Van Buren County, Arkansas","17,295"
"Washington County, Arkansas","203,065"
"White County, Arkansas","77,076"
"Woodruff County, Arkansas","7,260"
"Yell County, Arkansas","22,185"
"Alameda County, California","1,510,271"
"Alpine County, California","1,175"
"Amador County, California","38,091"
"Butte County, California","220,000"
"Calaveras County, California","45,578"
"Colusa County, California","21,419"
"Contra Costa County, California","1,049,025"
"Del Norte County, California","28,610"
"El Dorado County, California","181,058"
"Fresno County, California","930,450"
"Glenn County, California","28,122"
"Humboldt County, California","134,623"
"Imperial County, California","174,528"
"Inyo County, California","18,546"
"Kern County, California","839,631"
"Kings County, California","152,982"
"Lake County, California","64,665"
"Lassen County, California","34,895"
"Los Angeles County, California","9,818,605"
"Madera County, California","150,865"
"Marin County, California","252,409"
"Mariposa County, California","18,251"
"Mendocino County, California","87,841"
"Merced County, California","255,793"
"Modoc County, California","9,686"
"Mono County, California","14,202"
"Monterey County, California","415,057"
"Napa County, California","136,484"
"Nevada County, California","98,764"
"Orange County, California","3,010,232"
"Placer County, California","348,432"
"Plumas County, California","20,007"
"Riverside County, California","2,189,641"
"Sacramento County, California","1,418,788"
"San Benito County, California","55,269"
"San Bernardino County, California","2,035,210"
"San Diego County, California","3,095,313"
"San Francisco County, California","805,235"
"San Joaquin County, California","685,306"
"San Luis Obispo County, California","269,637"
"San Mateo County, California","718,451"
"Santa Barbara County, California","423,895"
"Santa Clara County, California","1,781,642"
"Santa Cruz County, California","262,382"
"Shasta County, California","177,223"
"Sierra County, California","3,240"
"Siskiyou County, California","44,900"
"Solano County, California","413,344"
"Sonoma County, California","483,878"
"Stanislaus County, California","514,453"
"Sutter County, California","94,737"
"Tehama County, California","63,463"
"Trinity County, California","13,786"
"Tulare County, California","442,179"
"Tuolumne County, California","55,365"
"Ventura County, California","823,318"
"Yolo County, California","200,849"
"Yuba County, California","72,155"
"Adams County, Colorado","441,603"
"Alamosa County, Colorado","15,445"
"Arapahoe County, Colorado","572,003"
"Archuleta County, Colorado","12,084"
"Baca County, Colorado","3,788"
"Bent County, Colorado","6,499"
"Boulder County, Colorado","294,567"
"Broomfield County, Colorado","55,889"
"Chaffee County, Colorado","17,809"
"Cheyenne County, Colorado","1,836"
"Clear Creek County, Colorado","9,088"
"Conejos County, Colorado","8,256"
"Costilla County, Colorado","3,524"
"Crowley County, Colorado","5,823"
"Custer County, Colorado","4,255"
"Delta County, Colorado","30,952"
"Denver County, Colorado","600,158"
"Dolores County, Colorado","2,064"
"Douglas County, Colorado","285,465"
"Eagle County, Colorado","52,197"
"Elbert County, Colorado","23,086"
"El Paso County, Colorado","622,263"
"Fremont County, Colorado","46,824"
"Garfield County, Colorado","56,389"
"Gilpin County, Colorado","5,441"
"Grand County, Colorado","14,843"
"Gunnison County, Colorado","15,324"
"Hinsdale County, Colorado",843
"Huerfano County, Colorado","6,711"
"Jackson County, Colorado","1,394"
"Jefferson County, Colorado","534,543"
"Kiowa County, Colorado","1,398"
"Kit Carson County, Colorado","8,270"
"Lake County, Colorado","7,310"
"La Plata County, Colorado","51,334"
"Larimer County, Colorado","299,630"
"Las Animas County, Colorado","15,507"
"Lincoln County, Colorado","5,467"
"Logan County, Colorado","22,709"
"Mesa County, Colorado","146,723"
"Mineral County, Colorado",712
"Moffat County, Colorado","13,795"
"Montezuma County, Colorado","25,535"
"Montrose County, Colorado","41,276"
"Morgan County, Colorado","28,159"
"Otero County, Colorado","18,831"
"Ouray County, Colorado","4,436"
"Park County, Colorado","16,206"
"Phillips County, Colorado","4,442"
"Pitkin County, Colorado","17,148"
"Prowers County, Colorado","12,551"
"Pueblo County, Colorado","159,063"
"Rio Blanco County, Colorado","6,666"
"Rio Grande County, Colorado","11,982"
"Routt County, Colorado","23,509"
"Saguache County, Colorado","6,108"
"San Juan County, Colorado",699
"San Miguel County, Colorado","7,359"
"Sedgwick County, Colorado","2,379"
"Summit County, Colorado","27,994"
"Teller County, Colorado","23,350"
"Washington County, Colorado","4,814"
"Weld County, Colorado","252,825"
"Yuma County, Colorado","10,043"
"Fairfield County, Connecticut","916,829"
"Hartford County, Connecticut","894,014"
"Litchfield County, Connecticut","189,927"
"Middlesex County, Connecticut","165,676"
"New Haven County, Connecticut","862,477"
"New London County, Connecticut","274,055"
"Tolland County, Connecticut","152,691"
"Windham County, Connecticut","118,428"
"Kent County, Delaware","162,310"
"New Castle County, Delaware","538,479"
"Sussex County, Delaware","197,145"
"District of Columbia, District of Columbia","601,723"
"Alachua County, Florida","247,336"
"Baker County, Florida","27,115"
"Bay County, Florida","168,852"
"Bradford County, Florida","28,520"
"Brevard County, Florida","543,376"
"Broward County, Florida","1,748,066"
"Calhoun County, Florida","14,625"
"Charlotte County, Florida","159,978"
"Citrus County, Florida","141,236"
"Clay County, Florida","190,865"
"Collier County, Florida","321,520"
"Columbia County, Florida","67,531"
"DeSoto County, Florida","34,862"
"Dixie County, Florida","16,422"
"Duval County, Florida","864,263"
"Escambia County, Florida","297,619"
"Flagler County, Florida","95,696"
"Franklin County, Florida","11,549"
"Gadsden County, Florida","46,389"
"Gilchrist County, Florida","16,939"
"Glades County, Florida","12,884"
"Gulf County, Florida","15,863"
"Hamilton County, Florida","14,799"
"Hardee County, Florida","27,731"
"Hendry County, Florida","39,140"
"Hernando County, Florida","172,778"
"Highlands County, Florida","98,786"
"Hillsborough County, Florida","1,229,226"
"Holmes County, Florida","19,927"
"Indian River County, Florida","138,028"
"Jackson County, Florida","49,746"
"Jefferson County, Florida","14,761"
"Lafayette County, Florida","8,870"
"Lake County, Florida","297,052"
"Lee County, Florida","618,754"
"Leon County, Florida","275,487"
"Levy County, Florida","40,801"
"Liberty County, Florida","8,365"
"Madison County, Florida","19,224"
"Manatee County, Florida","322,833"
"Marion County, Florida","331,298"
"Martin County, Florida","146,318"
"Miami-Dade County, Florida","2,496,435"
"Monroe County, Florida","73,090"
"Nassau County, Florida","73,314"
"Okaloosa County, Florida","180,822"
"Okeechobee County, Florida","39,996"
"Orange County, Florida","1,145,956"
"Osceola County, Florida","268,685"
"Palm Beach County, Florida","1,320,134"
"Pasco County, Florida","464,697"
"Pinellas County, Florida","916,542"
"Polk County, Florida","602,095"
"Putnam County, Florida","74,364"
"St. Johns County, Florida","190,039"
"St. Lucie County, Florida","277,789"
"Santa Rosa County, Florida","151,372"
"Sarasota County, Florida","379,448"
"Seminole County, Florida","422,718"
"Sumter County, Florida","93,420"
"Suwannee County, Florida","41,551"
"Taylor County, Florida","22,570"
"Union County, Florida","15,535"
"Volusia County, Florida","494,593"
"Wakulla County, Florida","30,776"
"Walton County, Florida","55,043"
"Washington County, Florida","24,896"
"Appling County, Georgia","18,236"
"Atkinson County, Georgia","8,375"
"Bacon County, Georgia","11,096"
"Baker County, Georgia","3,451"
"Baldwin County, Georgia","45,720"
"Banks County, Georgia","18,395"
"Barrow County, Georgia","69,367"
"Bartow County, Georgia","100,157"
"Ben Hill County, Georgia","17,634"
"Berrien County, Georgia","19,286"
"Bibb County, Georgia","155,547"
"Bleckley County, Georgia","13,063"
"Brantley County, Georgia","18,411"
"Brooks County, Georgia","16,243"
"Bryan County, Georgia","30,233"
"Bulloch County, Georgia","70,217"
"Burke County, Georgia","23,316"
"Butts County, Georgia","23,655"
"Calhoun County, Georgia","6,694"
"Camden County, Georgia","50,513"
"Candler County, Georgia","10,998"
"Carroll County, Georgia","110,527"
"Catoosa County, Georgia","63,942"
"Charlton County, Georgia","12,171"
"Chatham County, Georgia","265,128"
"Chattahoochee County, Georgia","11,267"
"Chattooga County, Georgia","26,015"
"Cherokee County, Georgia","214,346"
"Clarke County, Georgia","116,714"
"Clay County, Georgia","3,183"
"Clayton County, Georgia","259,424"
"Clinch County, Georgia","6,798"
"Cobb County, Georgia","688,078"
"Coffee County, Georgia","42,356"
"Colquitt County, Georgia","45,498"
"Columbia County, Georgia","124,053"
"Cook County, Georgia","17,212"
"Coweta County, Georgia","127,317"
"Crawford County, Georgia","12,630"
"Crisp County, Georgia","23,439"
"Dade County, Georgia","16,633"
"Dawson County, Georgia","22,330"
"Decatur County, Georgia","27,842"
"DeKalb County, Georgia","691,893"
"Dodge County, Georgia","21,796"
"Dooly County, Georgia","14,918"
"Dougherty County, Georgia","94,565"
"Douglas County, Georgia","132,403"
"Early County, Georgia","11,008"
"Echols County, Georgia","4,034"
"Effingham County, Georgia","52,250"
"Elbert County, Georgia","20,166"
"Emanuel County, Georgia","22,598"
"Evans County, Georgia","11,000"
"Fannin County, Georgia","23,682"
"Fayette County, Georgia","106,567"
"Floyd County, Georgia","96,317"
"Forsyth County, Georgia","175,511"
"Franklin County, Georgia","22,084"
"Fulton County, Georgia","920,581"
"Gilmer County, Georgia","28,292"
"Glascock County, Georgia","3,082"
"Glynn County, Georgia","79,626"
"Gordon County, Georgia","55,186"
"Grady County, Georgia","25,011"
"Greene County, Georgia","15,994"
"Gwinnett County, Georgia","805,321"
"Habersham County, Georgia","43,041"
"Hall County, Georgia","179,684"
"Hancock County, Georgia","9,429"
"Haralson County, Georgia","28,780"
"Harris County, Georgia","32,024"
"Hart County, Georgia","25,213"
"Heard County, Georgia","11,834"
"Henry County, Georgia","203,922"
"Houston County, Georgia","139,900"
"Irwin County, Georgia","9,538"
"Jackson County, Georgia","60,485"
"Jasper County, Georgia","13,900"
"Jeff Davis County, Georgia","15,068"
"Jefferson County, Georgia","16,930"
"Jenkins County, Georgia","8,340"
"Johnson County, Georgia","9,980"
"Jones County, Georgia","28,669"
"Lamar County, Georgia","18,317"
"Lanier County, Georgia","10,078"
"Laurens County, Georgia","48,434"
"Lee County, Georgia","28,298"
"Liberty County, Georgia","63,453"
"Lincoln County, Georgia","7,996"
"Long County, Georgia","14,464"
"Lowndes County, Georgia","109,233"
"Lumpkin County, Georgia","29,966"
"McDuffie County, Georgia","21,875"
"McIntosh County, Georgia","14,333"
"Macon County, Georgia","14,740"
"Madison County, Georgia","28,120"
"Marion County, Georgia","8,742"
"Meriwether County, Georgia","21,992"
"Miller County, Georgia","6,125"
"Mitchell County, Georgia","23,498"
"Monroe County, Georgia","26,424"
"Montgomery County, Georgia","9,123"
"Morgan County, Georgia","17,868"
"Murray County, Georgia","39,628"
"Muscogee County, Georgia","189,885"
"Newton County, Georgia","99,958"
"Oconee County, Georgia","32,808"
"Oglethorpe County, Georgia","14,899"
"Paulding County, Georgia","142,324"
"Peach County, Georgia","27,695"
"Pickens County, Georgia","29,431"
"Pierce County, Georgia","18,758"
"Pike County, Georgia","17,869"
"Polk County, Georgia","41,475"
"Pulaski County, Georgia","12,010"
"Putnam County, Georgia","21,218"
"Quitman County, Georgia","2,513"
"Rabun County, Georgia","16,276"
"Randolph County, Georgia","7,719"
"Richmond County, Georgia","200,549"
"Rockdale County, Georgia","85,215"
"Schley County, Georgia","5,010"
"Screven County, Georgia","14,593"
"Seminole County, Georgia","8,729"
"Spalding County, Georgia","64,073"
"Stephens County, Georgia","26,175"
"Stewart County, Georgia","6,058"
"Sumter County, Georgia","32,819"
"Talbot County, Georgia","6,865"
"Taliaferro County, Georgia","1,717"
"Tattnall County, Georgia","25,520"
"Taylor County, Georgia","8,906"
"Telfair County, Georgia","16,500"
"Terrell County, Georgia","9,315"
"Thomas County, Georgia","44,720"
"Tift County, Georgia","40,118"
"Toombs County, Georgia","27,223"
"Towns County, Georgia","10,471"
"Treutlen County, Georgia","6,885"
"Troup County, Georgia","67,044"
"Turner County, Georgia","8,930"
"Twiggs County, Georgia","9,023"
"Union County, Georgia","21,356"
"Upson County, Georgia","27,153"
"Walker County, Georgia","68,756"
"Walton County, Georgia","83,768"
"Ware County, Georgia","36,312"
"Warren County, Georgia","5,834"
"Washington County, Georgia","21,187"
"Wayne County, Georgia","30,099"
"Webster County, Georgia","2,799"
"Wheeler County, Georgia","7,421"
"White County, Georgia","27,144"
"Whitfield County, Georgia","102,599"
"Wilcox County, Georgia","9,255"
"Wilkes County, Georgia","10,593"
"Wilkinson County, Georgia","9,563"
"Worth County, Georgia","21,679"
"Hawaii County, Hawaii","185,079"
"Honolulu County, Hawaii","953,207"
"Kalawao County, Hawaii",90
"Kauai County, Hawaii","67,091"
"Maui County, Hawaii","154,834"
"Ada County, Idaho","392,365"
"Adams County, Idaho","3,976"
"Bannock County, Idaho","82,839"
"Bear Lake County, Idaho","5,986"
"Benewah County, Idaho","9,285"
"Bingham County, Idaho","45,607"
"Blaine County, Idaho","21,376"
"Boise County, Idaho","7,028"
"Bonner County, Idaho","40,877"
"Bonneville County, Idaho","104,234"
"Boundary County, Idaho","10,972"
"Butte County, Idaho","2,891"
"Camas County, Idaho","1,117"
"Canyon County, Idaho","188,923"
"Caribou County, Idaho","6,963"
"Cassia County, Idaho","22,952"
"Clark County, Idaho",982
"Clearwater County, Idaho","8,761"
"Custer County, Idaho","4,368"
"Elmore County, Idaho","27,038"
"Franklin County, Idaho","12,786"
"Fremont County, Idaho","13,242"
"Gem County, Idaho","16,719"
"Gooding County, Idaho","15,464"
"Idaho County, Idaho","16,267"
"Jefferson County, Idaho","26,140"
"Jerome County, Idaho","22,374"
"Kootenai County, Idaho","138,494"
"Latah County, Idaho","37,244"
"Lemhi County, Idaho","7,936"
"Lewis County, Idaho","3,821"
"Lincoln County, Idaho","5,208"
"Madison County, Idaho","37,536"
"Minidoka County, Idaho","20,069"
"Nez Perce County, Idaho","39,265"
"Oneida County, Idaho","4,286"
"Owyhee County, Idaho","11,526"
"Payette County, Idaho","22,623"
"Power County, Idaho","7,817"
"Shoshone County, Idaho","12,765"
"Teton County, Idaho","10,170"
"Twin Falls County, Idaho","77,230"
"Valley County, Idaho","9,862"
"Washington County, Idaho","10,198"
"Adams County, Illinois","67,103"
"Alexander County, Illinois","8,238"
"Bond County, Illinois","17,768"
"Boone County, Illinois","54,165"
"Brown County, Illinois","6,937"
"Bureau County, Illinois","34,978"
"Calhoun County, Illinois","5,089"
"Carroll County, Illinois","15,387"
"Cass County, Illinois","13,642"
"Champaign County, Illinois","201,081"
"Christian County, Illinois","34,800"
"Clark County, Illinois","16,335"
"Clay County, Illinois","13,815"
"Clinton County, Illinois","37,762"
"Coles County, Illinois","53,873"
"Cook County, Illinois","5,194,675"
"Crawford County, Illinois","19,817"
"Cumberland County, Illinois","11,048"
"DeKalb County, Illinois","105,160"
"De Witt County, Illinois","16,561"
"Douglas County, Illinois","19,980"
"DuPage County, Illinois","916,924"
"Edgar County, Illinois","18,576"
"Edwards County, Illinois","6,721"
"Effingham County, Illinois","34,242"
"Fayette County, Illinois","22,140"
"Ford County, Illinois","14,081"
"Franklin County, Illinois","39,561"
"Fulton County, Illinois","37,069"
"Gallatin County, Illinois","5,589"
"Greene County, Illinois","13,886"
"Grundy County, Illinois","50,063"
"Hamilton County, Illinois","8,457"
"Hancock County, Illinois","19,104"
"Hardin County, Illinois","4,320"
"Henderson County, Illinois","7,331"
"Henry County, Illinois","50,486"
"Iroquois County, Illinois","29,718"
"Jackson County, Illinois","60,218"
"Jasper County, Illinois","9,698"
"Jefferson County, Illinois","38,827"
"Jersey County, Illinois","22,985"
"Jo Daviess County, Illinois","22,678"
"Johnson County, Illinois","12,582"
"Kane County, Illinois","515,269"
"Kankakee County, Illinois","113,449"
"Kendall County, Illinois","114,736"
"Knox County, Illinois","52,919"
"Lake County, Illinois","703,462"
"LaSalle County, Illinois","113,924"
"Lawrence County, Illinois","16,833"
"Lee County, Illinois","36,031"
"Livingston County, Illinois","38,950"
"Logan County, Illinois","30,305"
"McDonough County, Illinois","32,612"
"McHenry County, Illinois","308,760"
"McLean County, Illinois","169,572"
"Macon County, Illinois","110,768"
"Macoupin County, Illinois","47,765"
"Madison County, Illinois","269,282"
"Marion County, Illinois","39,437"
"Marshall County, Illinois","12,640"
"Mason County, Illinois","14,666"
"Massac County, Illinois","15,429"
"Menard County, Illinois","12,705"
"Mercer County, Illinois","16,434"
"Monroe County, Illinois","32,957"
"Montgomery County, Illinois","30,104"
"Morgan County, Illinois","35,547"
"Moultrie County, Illinois","14,846"
"Ogle County, Illinois","53,497"
"Peoria County, Illinois","186,494"
"Perry County, Illinois","22,350"
"Piatt County, Illinois","16,729"
"Pike County, Illinois","16,430"
"Pope County, Illinois","4,470"
"Pulaski County, Illinois","6,161"
"Putnam County, Illinois","6,006"
"Randolph County, Illinois","33,476"
"Richland County, Illinois","16,233"
"Rock Island County, Illinois","147,546"
"St. Clair County, Illinois","270,056"
"Saline County, Illinois","24,913"
"Sangamon County, Illinois","197,465"
"Schuyler County, Illinois","7,544"
"Scott County, Illinois","5,355"
"Shelby County, Illinois","22,363"
"Stark County, Illinois","5,994"
"Stephenson County, Illinois","47,711"
"Tazewell County, Illinois","135,394"
"Union County, Illinois","17,808"
"Vermilion County, Illinois","81,625"
"Wabash County, Illinois","11,947"
"Warren County, Illinois","17,707"
"Washington County, Illinois","14,716"
"Wayne County, Illinois","16,760"
"White County, Illinois","14,665"
"Whiteside County, Illinois","58,498"
"Will County, Illinois","677,560"
"Williamson County, Illinois","66,357"
"Winnebago County, Illinois","295,266"
"Woodford County, Illinois","38,664"
"Adams County, Indiana","34,387"
"Allen County, Indiana","355,329"
"Bartholomew County, Indiana","76,794"
"Benton County, Indiana","8,854"
"Blackford County, Indiana","12,766"
"Boone County, Indiana","56,640"
"Brown County, Indiana","15,242"
"Carroll County, Indiana","20,155"
"Cass County, Indiana","38,966"
"Clark County, Indiana","110,232"
"Clay County, Indiana","26,890"
"Clinton County, Indiana","33,224"
"Crawford County, Indiana","10,713"
"Daviess County, Indiana","31,648"
"Dearborn County, Indiana","50,047"
"Decatur County, Indiana","25,740"
"DeKalb County, Indiana","42,223"
"Delaware County, Indiana","117,671"
"Dubois County, Indiana","41,889"
"Elkhart County, Indiana","197,559"
"Fayette County, Indiana","24,277"
"Floyd County, Indiana","74,578"
"Fountain County, Indiana","17,240"
"Franklin County, Indiana","23,087"
"Fulton County, Indiana","20,836"
"Gibson County, Indiana","33,503"
"Grant County, Indiana","70,061"
"Greene County, Indiana","33,165"
"Hamilton County, Indiana","274,569"
"Hancock County, Indiana","70,002"
"Harrison County, Indiana","39,364"
"Hendricks County, Indiana","145,448"
"Henry County, Indiana","49,462"
"Howard County, Indiana","82,752"
"Huntington County, Indiana","37,124"
"Jackson County, Indiana","42,376"
"Jasper County, Indiana","33,478"
"Jay County, Indiana","21,253"
"Jefferson County, Indiana","32,428"
"Jennings County, Indiana","28,525"
"Johnson County, Indiana","139,654"
"Knox County, Indiana","38,440"
"Kosciusko County, Indiana","77,358"
"LaGrange County, Indiana","37,128"
"Lake County, Indiana","496,005"
"LaPorte County, Indiana","111,467"
"Lawrence County, Indiana","46,134"
"Madison County, Indiana","131,636"
"Marion County, Indiana","903,393"
"Marshall County, Indiana","47,051"
"Martin County, Indiana","10,334"
"Miami County, Indiana","36,903"
"Monroe County, Indiana","137,974"
"Montgomery County, Indiana","38,124"
"Morgan County, Indiana","68,894"
"Newton County, Indiana","14,244"
"Noble County, Indiana","47,536"
"Ohio County, Indiana","6,128"
"Orange County, Indiana","19,840"
"Owen County, Indiana","21,575"
"Parke County, Indiana","17,339"
"Perry County, Indiana","19,338"
"Pike County, Indiana","12,845"
"Porter County, Indiana","164,343"
"Posey County, Indiana","25,910"
"Pulaski County, Indiana","13,402"
"Putnam County, Indiana","37,963"
"Randolph County, Indiana","26,171"
"Ripley County, Indiana","28,818"
"Rush County, Indiana","17,392"
"St. Joseph County, Indiana","266,931"
"Scott County, Indiana","24,181"
"Shelby County, Indiana","44,436"
"Spencer County, Indiana","20,952"
"Starke County, Indiana","23,363"
"Steuben County, Indiana","34,185"
"Sullivan County, Indiana","21,475"
"Switzerland County, Indiana","10,613"
"Tippecanoe County, Indiana","172,780"
"Tipton County, Indiana","15,936"
"Union County, Indiana","7,516"
"Vanderburgh County, Indiana","179,703"
"Vermillion County, Indiana","16,212"
"Vigo County, Indiana","107,848"
"Wabash County, Indiana","32,888"
"Warren County, Indiana","8,508"
"Warrick County, Indiana","59,689"
"Washington County, Indiana","28,262"
"Wayne County, Indiana","68,917"
"Wells County, Indiana","27,636"
"White County, Indiana","24,643"
"Whitley County, Indiana","33,292"
"Adair County, Iowa","7,682"
"Adams County, Iowa","4,029"
"Allamakee County, Iowa","14,330"
"Appanoose County, Iowa","12,887"
"Audubon County, Iowa","6,119"
"Benton County, Iowa","26,076"
"Black Hawk County, Iowa","131,090"
"Boone County, Iowa","26,306"
"Bremer County, Iowa","24,276"
"Buchanan County, Iowa","20,958"
"Buena Vista County, Iowa","20,260"
"Butler County, Iowa","14,867"
"Calhoun County, Iowa","9,670"
"Carroll County, Iowa","20,816"
"Cass County, Iowa","13,956"
"Cedar County, Iowa","18,499"
"Cerro Gordo County, Iowa","44,151"
"Cherokee County, Iowa","12,072"
"Chickasaw County, Iowa","12,439"
"Clarke County, Iowa","9,286"
"Clay County, Iowa","16,667"
"Clayton County, Iowa","18,129"
"Clinton County, Iowa","49,116"
"Crawford County, Iowa","17,096"
"Dallas County, Iowa","66,135"
"Davis County, Iowa","8,753"
"Decatur County, Iowa","8,457"
"Delaware County, Iowa","17,764"
"Des Moines County, Iowa","40,325"
"Dickinson County, Iowa","16,667"
"Dubuque County, Iowa","93,653"
"Emmet County, Iowa","10,302"
